,red_file_name,nir_file_name,average_red,average_nir,ndvi,average_roc,date
0,T21LWF_20220824T135709_B04_10m_clipped.tif,T21LWF_20220824T135709_B08_10m_clipped.tif,1677.8964781938068,3797.0794750781974,0.38706708759476927,0.0,08/24
1,T21LWF_20220913T135709_B04_10m_clipped.tif,T21LWF_20220913T135709_B08_10m_clipped.tif,1842.6733464840318,3853.9197604606434,0.35306127297817985,-0.034005814616589414,09/13
2,T21LWF_20220918T135711_B04_10m_clipped.tif,T21LWF_20220918T135711_B08_10m_clipped.tif,1776.8119302644275,3612.8204014035605,0.34065560657101884,-0.012405666407161009,09/18
3,T21LWF_20221008T135711_B04_10m_clipped.tif,T21LWF_20221008T135711_B08_10m_clipped.tif,1621.6790455296843,3618.4090401833723,0.3810489369630469,0.04039333039202808,10/08
